% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
115	1	2	1	0	24	1692	0	1	0
115	2	2	1	0	24	1692	0	1	1
116	1	6	4	0	24	807	0	1	0
116	1	7	3	0	28	1095	0	1	0
116	2	6	4	0	24	807	0	1	1
116	2	7	3	0	28	1095	0	1	1
117	1	3	8	0	20	437	0	1	0
117	1	5	9	0	4	69	0	1	0
117	1	10	7	0	28	749	0	1	0
117	2	3	8	0	20	437	0	1	1
117	2	5	9	0	4	69	0	1	1
117	2	10	7	0	28	749	0	1	1
118	1	8	10	0	14	807	0	1	0
118	2	8	10	0	14	807	0	1	1
119	1	4	12	0	14	389	0	1	0
119	1	9	11	0	22	693	0	1	0
119	2	4	12	0	14	389	0	1	1
119	2	9	11	0	22	693	0	1	1
122	1	1	2	0	18	1143	0	1	0
122	2	1	2	0	18	1143	0	1	1
158	1	5	9	0	14	807	0	1	0
158	2	5	9	0	14	807	0	1	1
363	1	5	9	0	12	621	0	1	0
363	2	5	9	0	12	621	0	1	1
403	1	5	9	0	12	621	0	1	0
403	2	5	9	0	12	621	0	1	1
7157	1	10	7	0	4	225	0	1	0
7157	2	10	7	0	4	225	0	1	1
