% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
115	1	1	1	0	18	1143	0	1	1	0
132	1	1	1	0	16	967	0	1	1	0
148	1	1	1	0	16	967	0	1	1	0
163	1	1	1	0	16	967	0	1	1	0
179	1	1	1	0	18	1143	0	1	1	0
201	1	1	1	0	18	1143	0	1	1	0
216	1	1	1	0	26	1908	0	1	1	0
231	1	1	1	0	26	1908	0	1	1	0
246	1	1	1	0	26	1908	0	1	1	0
261	1	1	1	0	28	2292	0	1	0	0
268	1	1	1	0	28	2292	1	0	1	0
283	1	1	1	0	28	2292	0	1	1	0
299	1	1	1	0	28	2292	0	1	1	0
315	1	1	1	0	28	2292	0	1	1	0
335	1	1	1	0	24	1692	0	1	1	0
356	1	1	1	0	24	1692	0	1	1	0
372	1	1	1	0	14	807	0	1	1	0
388	1	1	1	0	14	807	0	1	1	0
403	1	1	1	0	14	807	0	1	1	0
418	1	1	1	0	16	967	0	1	1	0
434	1	1	1	0	16	967	0	1	1	0
449	1	1	1	0	10	549	0	1	1	0
464	1	1	1	0	10	549	0	1	1	0
479	1	1	1	0	10	549	0	1	1	0
1178	1	1	1	0	10	549	0	1	1	0
1194	1	1	1	0	10	549	0	1	1	0
1209	1	1	1	0	26	1908	0	1	1	0
1225	1	1	1	0	26	1908	0	1	1	0
1241	1	1	1	0	26	1908	0	1	1	0
1262	1	1	1	0	16	967	0	1	1	0
1278	1	1	1	0	16	967	0	1	1	0
1294	1	1	1	0	2	137	0	1	1	0
1294	2	1	1	0	2	137	0	1	1	1
1310	1	1	1	0	2	137	0	1	1	0
1310	2	1	1	0	2	137	0	1	1	1
1326	1	1	1	0	2	137	0	1	1	0
1341	1	1	1	0	14	807	0	1	1	0
1357	1	1	1	0	14	807	0	1	1	0
1373	1	1	1	0	20	1335	0	1	1	0
1388	1	1	1	0	20	1335	0	1	1	0
1405	1	1	1	0	20	1335	0	1	1	0
1422	1	1	1	0	28	2292	0	1	1	0
1439	1	1	1	0	28	2292	0	1	1	0
1455	1	1	1	0	14	807	0	1	1	0
1471	1	1	1	0	14	807	0	1	1	0
1486	1	1	1	0	14	807	0	1	1	0
1502	1	1	1	0	22	1431	0	1	1	0
1517	1	1	1	0	22	1431	0	1	1	0
1534	1	1	1	0	20	1335	0	1	1	0
1550	1	1	1	0	20	1335	0	1	1	0
1566	1	1	1	0	20	1335	0	1	1	0
1582	1	1	1	0	20	1335	0	1	1	0
1598	1	1	1	0	20	1335	0	1	1	0
1614	1	1	1	0	28	2292	0	1	1	0
1629	1	1	1	0	28	2292	0	1	1	0
1644	1	1	1	0	28	2292	0	1	1	0
1659	1	1	1	0	22	1431	0	1	1	0
1674	1	1	1	0	22	1431	0	1	1	0
1690	1	1	1	0	16	967	0	1	1	0
1712	1	1	1	0	16	967	0	1	1	0
1729	1	1	1	0	10	549	0	1	1	0
1746	1	1	1	0	10	549	0	1	1	0
1762	1	1	1	0	10	549	0	1	1	0
1777	1	1	1	0	18	1143	0	1	1	0
1794	1	1	1	0	18	1143	0	1	1	0
1810	1	1	1	0	18	1143	0	1	1	0
1826	1	1	1	0	18	1143	0	1	1	0
1841	1	1	1	0	18	1143	0	1	1	0
1856	1	1	1	0	22	1431	0	1	1	0
1871	1	1	1	0	22	1431	0	1	1	0
1889	1	1	1	0	8	437	0	1	1	0
1905	1	1	1	0	8	437	0	1	1	0
1921	1	1	1	0	8	437	0	1	1	0
1937	1	1	1	0	28	2292	0	1	1	0
1953	1	1	1	0	28	2292	0	1	1	0
1970	1	1	1	0	14	807	0	1	1	0
1986	1	1	1	0	14	807	0	1	1	0
2001	1	1	1	0	14	807	0	1	1	0
2047	1	1	1	0	24	1692	0	1	1	0
2062	1	1	1	0	24	1692	0	1	1	0
2078	1	1	1	0	24	1692	0	1	1	0
2094	1	1	1	0	18	1143	0	1	1	0
2110	1	1	1	0	18	1143	0	1	1	0
2128	1	1	1	0	14	807	0	1	1	0
2143	1	1	1	0	14	807	0	1	1	0
2158	1	1	1	0	14	807	0	1	1	0
2174	1	1	1	0	22	1431	0	1	1	0
2190	1	1	1	0	22	1431	0	1	1	0
2199	1	1	1	0	22	1431	0	1	1	0
2214	1	1	1	0	28	2292	0	1	1	0
2229	1	1	1	0	28	2292	0	1	1	0
2245	1	1	1	0	28	2292	0	1	1	0
2261	1	1	1	0	20	1335	0	1	1	0
2278	1	1	1	0	20	1335	0	1	1	0
2294	1	1	1	0	6	325	0	1	1	0
2310	1	1	1	0	6	325	0	1	1	0
2325	1	1	1	0	6	325	0	1	1	0
2341	1	1	1	0	20	1335	0	1	1	0
2356	1	1	1	0	20	1335	0	1	1	0
2371	1	1	1	0	14	807	0	1	1	0
