% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.101	1	2	11	2	1	4	125	0	0	0
0.101	1	3	11	2	2	8	67	0	0	0
0.101	1	7	11	2	11	4	15	0	0	0
0.101	1	9	11	2	14	4	15	0	0	0
0.101	1	4	11	2	15	8	32	0	0	0
0.101	1	2	11	2	1	4	125	0	0	1
0.101	1	3	11	2	2	8	67	0	0	1
0.101	1	7	11	2	11	4	15	0	0	1
0.101	1	9	11	2	14	4	15	0	0	1
0.101	1	4	11	2	15	8	32	0	0	1
0.102	1	5	11	3	3	2	9	0	0	0
0.102	1	1	11	3	4	2	32	0	0	0
0.102	1	8	11	3	12	4	32	0	0	0
0.102	1	6	11	3	16	2	65	0	0	0
0.102	1	5	11	3	3	2	9	0	0	1
0.102	1	1	11	3	4	2	32	0	0	1
0.102	1	8	11	3	12	4	32	0	0	1
0.102	1	6	11	3	16	2	65	0	0	1
0.103	1	10	11	4	13	0	61	0	0	0
0.103	1	9	11	4	14	6	49	0	0	0
0.103	1	4	11	4	15	6	22	0	0	0
0.103	1	10	11	4	13	0	61	0	0	1
0.103	1	9	11	4	14	6	49	0	0	1
0.103	1	4	11	4	15	6	22	0	0	1
0.104	1	3	11	5	2	8	32	0	0	0
0.104	1	5	11	5	3	2	9	0	0	0
0.104	1	7	11	5	11	2	53	0	0	0
0.104	1	8	11	5	12	4	15	0	0	0
0.104	1	9	11	5	14	6	75	0	0	0
0.104	1	4	11	5	15	8	32	0	0	0
0.104	1	3	11	5	2	8	32	0	0	1
0.104	1	5	11	5	3	2	9	0	0	1
0.104	1	7	11	5	11	2	53	0	0	1
0.104	1	8	11	5	12	4	15	0	0	1
0.104	1	9	11	5	14	6	75	0	0	1
0.104	1	4	11	5	15	8	32	0	0	1
0.105	1	2	11	6	1	8	67	0	0	0
0.105	1	5	11	6	3	2	22	0	0	0
0.105	1	1	11	6	4	4	32	0	0	0
0.105	1	8	11	6	12	4	51	0	0	0
0.105	1	4	11	6	15	8	32	0	0	0
0.105	1	6	11	6	16	6	49	0	0	0
0.105	1	2	11	6	1	8	67	0	0	1
0.105	1	5	11	6	3	2	22	0	0	1
0.105	1	1	11	6	4	4	32	0	0	1
0.105	1	8	11	6	12	4	51	0	0	1
0.105	1	4	11	6	15	8	32	0	0	1
0.105	1	6	11	6	16	6	49	0	0	1
0.106	1	2	11	7	1	8	32	0	0	0
0.106	1	3	11	7	2	8	101	0	0	0
0.106	1	5	11	7	3	2	22	0	0	0
0.106	1	1	11	7	4	4	32	0	0	0
0.106	1	8	11	7	12	4	15	0	0	0
0.106	1	10	11	7	13	4	15	0	0	0
0.106	1	9	11	7	14	10	37	0	0	0
0.106	1	6	11	7	16	8	32	0	0	0
0.106	1	2	11	7	1	8	32	0	0	1
0.106	1	3	11	7	2	8	101	0	0	1
0.106	1	5	11	7	3	2	22	0	0	1
0.106	1	1	11	7	4	4	32	0	0	1
0.106	1	8	11	7	12	4	15	0	0	1
0.106	1	10	11	7	13	4	15	0	0	1
0.106	1	9	11	7	14	10	37	0	0	1
0.106	1	6	11	7	16	8	32	0	0	1
0.107	1	2	11	8	1	8	32	0	0	0
0.107	1	5	11	8	3	2	9	0	0	0
0.107	1	1	11	8	4	4	15	0	0	0
0.107	1	7	11	8	11	2	41	0	0	0
0.107	1	8	11	8	12	6	22	0	0	0
0.107	1	10	11	8	13	4	15	0	0	0
0.107	1	9	11	8	14	8	67	0	0	0
0.107	1	4	11	8	15	8	32	0	0	0
0.107	1	2	11	8	1	8	32	0	0	1
0.107	1	5	11	8	3	2	9	0	0	1
0.107	1	1	11	8	4	4	15	0	0	1
0.107	1	7	11	8	11	2	41	0	0	1
0.107	1	8	11	8	12	6	22	0	0	1
0.107	1	10	11	8	13	4	15	0	0	1
0.107	1	9	11	8	14	8	67	0	0	1
0.107	1	4	11	8	15	8	32	0	0	1
0.108	1	2	11	9	1	8	32	0	0	0
0.108	1	3	11	9	2	8	32	0	0	0
0.108	1	5	11	9	3	2	9	0	0	0
0.108	1	1	11	9	4	4	51	0	0	0
0.108	1	7	11	9	11	4	15	0	0	0
0.108	1	8	11	9	12	4	32	0	0	0
0.108	1	10	11	9	13	4	15	0	0	0
0.108	1	4	11	9	15	8	32	0	0	0
0.108	1	6	11	9	16	8	32	0	0	0
0.108	1	2	11	9	1	8	32	0	0	1
0.108	1	3	11	9	2	8	32	0	0	1
0.108	1	5	11	9	3	2	9	0	0	1
0.108	1	1	11	9	4	4	51	0	0	1
0.108	1	7	11	9	11	4	15	0	0	1
0.108	1	8	11	9	12	4	32	0	0	1
0.108	1	10	11	9	13	4	15	0	0	1
0.108	1	4	11	9	15	8	32	0	0	1
0.108	1	6	11	9	16	8	32	0	0	1
0.109	1	2	11	10	1	8	32	0	0	0
0.109	1	3	11	10	2	8	67	0	0	0
0.109	1	5	11	10	3	2	9	0	0	0
0.109	1	1	11	10	4	4	15	0	0	0
0.109	1	7	11	10	11	4	32	0	0	0
0.109	1	8	11	10	12	4	15	0	0	0
0.109	1	10	11	10	13	4	15	0	0	0
0.109	1	9	11	10	14	8	67	0	0	0
0.109	1	6	11	10	16	8	32	0	0	0
0.109	1	2	11	10	1	8	32	0	0	1
0.109	1	3	11	10	2	8	67	0	0	1
0.109	1	5	11	10	3	2	9	0	0	1
0.109	1	1	11	10	4	4	15	0	0	1
0.109	1	7	11	10	11	4	32	0	0	1
0.109	1	8	11	10	12	4	15	0	0	1
0.109	1	10	11	10	13	4	15	0	0	1
0.109	1	9	11	10	14	8	67	0	0	1
0.109	1	6	11	10	16	8	32	0	0	1
0.11	1	2	12	1	1	8	32	0	0	0
0.11	1	3	12	1	2	8	32	0	0	0
0.11	1	5	12	1	3	2	22	0	0	0
0.11	1	1	12	1	4	4	32	0	0	0
0.11	1	8	12	1	12	4	15	0	0	0
0.11	1	10	12	1	13	4	15	0	0	0
0.11	1	9	12	1	14	8	32	0	0	0
0.11	1	4	12	1	15	6	75	0	0	0
0.11	1	2	12	1	1	8	32	0	0	1
0.11	1	3	12	1	2	8	32	0	0	1
0.11	1	5	12	1	3	2	22	0	0	1
0.11	1	1	12	1	4	4	32	0	0	1
0.11	1	8	12	1	12	4	15	0	0	1
0.11	1	10	12	1	13	4	15	0	0	1
0.11	1	9	12	1	14	8	32	0	0	1
0.11	1	4	12	1	15	6	75	0	0	1
0.111	1	2	12	2	1	8	32	0	0	0
0.111	1	3	12	2	2	8	32	0	0	0
0.111	1	7	12	2	11	4	32	0	0	0
0.111	1	8	12	2	12	4	69	0	0	0
0.111	1	10	12	2	13	4	15	0	0	0
0.111	1	9	12	2	14	8	67	0	0	0
0.111	1	4	12	2	15	8	32	0	0	0
0.111	1	2	12	2	1	8	32	0	0	1
0.111	1	3	12	2	2	8	32	0	0	1
0.111	1	7	12	2	11	4	32	0	0	1
0.111	1	8	12	2	12	4	69	0	0	1
0.111	1	10	12	2	13	4	15	0	0	1
0.111	1	9	12	2	14	8	67	0	0	1
0.111	1	4	12	2	15	8	32	0	0	1
0.112	1	2	12	3	1	8	67	0	0	0
0.112	1	5	12	3	3	2	22	0	0	0
0.112	1	1	12	3	4	4	51	0	0	0
0.112	1	7	12	3	11	6	22	0	0	0
0.112	1	8	12	3	12	6	22	0	0	0
0.112	1	10	12	3	13	2	9	0	0	0
0.112	1	4	12	3	15	8	32	0	0	0
0.112	1	6	12	3	16	6	22	0	0	0
0.112	1	2	12	3	1	8	67	0	0	1
0.112	1	5	12	3	3	2	22	0	0	1
0.112	1	1	12	3	4	4	51	0	0	1
0.112	1	7	12	3	11	6	22	0	0	1
0.112	1	8	12	3	12	6	22	0	0	1
0.112	1	10	12	3	13	2	9	0	0	1
0.112	1	4	12	3	15	8	32	0	0	1
0.112	1	6	12	3	16	6	22	0	0	1
0.113	1	2	12	4	1	8	32	0	0	0
0.113	1	5	12	4	3	4	15	0	0	0
0.113	1	1	12	4	4	4	32	0	0	0
0.113	1	7	12	4	11	4	32	0	0	0
0.113	1	8	12	4	12	6	22	0	0	0
0.113	1	10	12	4	13	2	9	0	0	0
0.113	1	9	12	4	14	8	67	0	0	0
0.113	1	6	12	4	16	6	49	0	0	0
0.113	1	2	12	4	1	8	32	0	0	1
0.113	1	5	12	4	3	4	15	0	0	1
0.113	1	1	12	4	4	4	32	0	0	1
0.113	1	7	12	4	11	4	32	0	0	1
0.113	1	8	12	4	12	6	22	0	0	1
0.113	1	10	12	4	13	2	9	0	0	1
0.113	1	9	12	4	14	8	67	0	0	1
0.113	1	6	12	4	16	6	49	0	0	1
0.114	1	2	12	5	1	8	32	0	0	0
0.114	1	3	12	5	2	8	32	0	0	0
0.114	1	5	12	5	3	4	15	0	0	0
0.114	1	1	12	5	4	6	49	0	0	0
0.114	1	7	12	5	11	4	32	0	0	0
0.114	1	8	12	5	12	6	22	0	0	0
0.114	1	10	12	5	13	2	9	0	0	0
0.114	1	9	12	5	14	8	67	0	0	0
0.114	1	6	12	5	16	6	22	0	0	0
0.114	1	2	12	5	1	8	32	0	0	1
0.114	1	3	12	5	2	8	32	0	0	1
0.114	1	5	12	5	3	4	15	0	0	1
0.114	1	1	12	5	4	6	49	0	0	1
