% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
115	1	1	1	0	14	807	0	1	1	0
136	1	1	1	0	16	967	0	1	1	0
160	1	1	1	0	16	967	0	1	1	0
179	1	1	1	0	2	137	0	1	1	0
179	2	1	1	0	2	137	0	1	1	1
197	1	1	1	0	2	137	0	1	1	0
197	2	1	1	0	2	137	0	1	1	1
219	1	1	1	0	14	807	0	1	1	0
1213	1	1	1	0	4	225	0	1	1	0
1229	1	1	1	0	4	225	0	1	1	0
1244	1	1	1	0	4	225	0	1	1	0
1260	1	1	1	0	10	549	0	1	1	0
1277	1	1	1	0	10	549	0	1	1	0
2493	1	1	1	0	0	85	0	1	1	0
2511	1	1	1	0	0	85	0	1	1	0
2528	1	1	1	0	6	325	0	1	1	0
2551	1	1	1	0	6	325	0	1	1	0
3767	1	1	1	0	2	137	0	1	1	0
3783	1	1	1	0	2	137	0	1	1	0
3800	1	1	1	0	2	137	0	1	1	0
3817	1	1	1	0	12	621	0	1	1	0
3834	1	1	1	0	12	621	0	1	1	0
3851	1	1	1	0	2	137	0	1	1	0
3870	1	1	1	0	2	137	0	1	1	0
3887	1	1	1	0	8	437	0	1	1	0
5127	1	1	1	0	4	225	0	1	1	0
6343	1	1	1	0	12	621	0	1	1	0
6359	1	1	1	0	12	621	0	1	1	0
6375	1	1	1	0	20	1335	0	1	1	0
6396	1	1	1	0	20	1335	0	1	1	0
7612	1	1	1	0	4	225	0	1	1	0
7629	1	1	1	0	4	225	0	1	1	0
7849	1	1	1	0	12	621	0	1	1	0
7865	1	1	1	0	12	621	0	1	1	0
7880	1	1	1	0	12	621	0	1	1	0
7898	1	1	1	0	8	437	0	1	1	0
7914	1	1	1	0	8	437	0	1	1	0
7930	1	1	1	0	4	225	0	1	1	0
7950	1	1	1	0	4	225	0	1	1	0
7970	1	1	1	0	12	621	0	1	1	0
7985	1	1	1	0	12	621	0	1	1	0
8001	1	1	1	0	12	621	0	1	1	0
8017	1	1	1	0	12	621	0	1	1	0
8034	1	1	1	0	12	621	0	1	1	0
8050	1	1	1	0	22	1431	0	1	1	0
8066	1	1	1	0	22	1431	0	1	1	0
8082	1	1	1	0	22	1431	0	1	1	0
8098	1	1	1	0	20	1335	0	1	1	0
8113	1	1	1	0	20	1335	0	1	1	0
8130	1	1	1	0	6	325	0	1	1	0
9350	1	1	1	0	14	807	0	1	1	0
9366	1	1	1	0	14	807	0	1	1	0
9382	1	1	1	0	4	225	0	1	1	0
9398	1	1	1	0	4	225	0	1	1	0
9414	1	1	1	0	24	1692	0	1	1	0
9429	1	1	1	0	24	1692	0	1	1	0
9632	1	1	1	0	24	1692	0	1	1	0
9651	1	1	1	0	6	325	0	1	1	0
9672	1	1	1	0	6	325	0	1	1	0
