% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
115	1	1	4	0	12	149	0	1	0
115	1	2	1	0	18	269	0	1	0
115	1	3	3	0	18	269	0	1	0
115	1	4	2	0	6	75	0	1	0
115	2	1	4	0	12	149	0	1	1
115	2	2	1	0	18	269	0	1	1
115	2	3	3	0	18	269	0	1	1
115	2	4	2	0	6	75	0	1	1
116	1	5	6	0	18	1143	0	1	0
116	2	5	6	0	18	1143	0	1	1
1134	1	3	3	0	18	1143	0	1	0
1134	2	3	3	0	18	1143	0	1	1
1139	1	5	6	0	14	807	0	1	0
1139	2	5	6	0	14	807	0	1	1
1156	1	3	3	0	18	1143	0	1	0
1156	2	3	3	0	18	1143	0	1	1
3139	1	2	1	0	4	225	0	1	0
3139	2	2	1	0	4	225	0	1	1
