% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.109	1	4	11	10	1	28	469	0
0.109	1	5	11	10	2	16	193	0
0.109	1	1	11	10	3	28	469	0
0.109	1	3	11	10	4	28	469	0
0.109	1	2	11	10	5	20	269	0
0.109	1	4	11	10	1	28	469	1
0.109	1	5	11	10	2	16	193	1
0.109	1	1	11	10	3	28	469	1
0.109	1	3	11	10	4	28	469	1
0.109	1	2	11	10	5	20	269	1
0.135	1	3	14	6	4	12	621	0
0.135	1	3	14	6	4	12	621	1
0.136	1	1	14	7	3	28	2292	0
0.136	1	1	14	7	3	28	2292	1
0.137	1	4	14	8	1	28	2292	0
0.137	1	4	14	8	1	28	2292	1
0.161	1	3	17	2	4	12	621	0
0.161	1	3	17	2	4	12	621	1
0.19	1	3	20	1	4	28	2292	0
0.19	1	3	20	1	4	28	2292	1
3.134	1	5	314	5	2	28	2292	0
3.134	1	5	314	5	2	28	2292	1
3.135	1	2	314	6	5	28	2292	0
3.135	1	2	314	6	5	28	2292	1
3.363	1	2	337	4	5	28	2292	0
3.363	1	2	337	4	5	28	2292	1
