% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
115	1	7	1	0	14	253	0	1	1	0
115	1	3	2	0	12	201	0	1	1	0
115	1	2	3	0	28	749	0	1	1	0
116	1	9	4	0	28	1095	0	1	1	0
116	1	10	10	0	28	1095	0	1	1	0
117	1	5	9	0	16	453	0	1	1	0
117	1	1	11	0	28	1095	0	1	1	0
118	1	6	15	0	28	1095	0	1	1	0
118	1	4	16	0	16	453	0	1	1	0
124	1	8	12	0	28	2292	0	1	1	0
157	1	9	4	0	14	807	0	1	1	0
159	1	6	15	0	22	1431	0	1	1	0
201	1	6	15	0	16	967	0	1	1	0
1156	1	1	11	0	10	549	0	1	1	0
1197	1	6	15	0	12	621	0	1	1	0
1401	1	9	4	0	18	1143	0	1	1	0
3116	1	10	10	0	18	1143	0	1	1	0
3156	1	7	1	0	24	1692	0	1	1	0
3173	1	8	12	0	16	967	0	1	1	0
9116	1	10	10	0	14	807	0	1	1	0
