% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
115	1	8	1	0	12	301	0	1	1	0
115	1	6	2	0	28	1095	0	1	1	0
116	1	10	3	0	28	1095	0	1	1	0
116	1	3	4	0	22	693	0	1	1	0
117	1	2	11	0	26	1908	0	1	1	0
118	1	7	12	0	28	2292	0	1	1	0
119	1	4	13	0	8	437	0	1	1	0
120	1	5	14	0	28	1095	0	1	1	0
120	1	1	17	0	24	807	0	1	1	0
121	1	9	18	0	28	2292	0	1	1	0
147	1	3	4	0	28	2292	0	1	1	0
150	1	6	2	0	26	1908	0	1	1	0
158	1	1	17	0	28	2292	0	1	1	0
356	1	3	4	0	20	1335	0	1	1	0
1160	1	7	12	0	28	2292	0	1	1	0
1599	1	3	4	0	28	2292	0	1	1	0
3164	1	5	14	0	22	1431	0	1	1	0
3390	1	6	2	0	26	1908	0	1	1	0
6628	1	6	2	0	20	1335	0	1	1	0
7862	1	6	2	0	28	2292	0	1	1	0
