% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
115	1	1	1	0	12	621	0	1	1	0
131	1	1	1	0	28	2292	0	1	1	0
147	1	1	1	0	28	2292	0	1	1	0
163	1	1	1	0	28	2292	0	1	1	0
178	1	1	1	0	28	2292	0	1	1	0
194	1	1	1	0	28	2292	0	1	1	0
210	1	1	1	0	28	2292	0	1	1	0
226	1	1	1	0	28	2292	0	1	1	0
241	1	1	1	0	28	2292	0	1	1	0
257	1	1	1	0	28	2292	0	1	1	0
273	1	1	1	0	28	2292	0	1	1	0
289	1	1	1	0	28	2292	0	1	1	0
304	1	1	1	0	28	2292	0	1	1	0
319	1	1	1	0	28	2292	0	1	1	0
335	1	1	1	0	28	2292	0	1	1	0
350	1	1	1	0	28	2292	0	1	1	0
366	1	1	1	0	28	2292	0	1	1	0
389	1	1	1	0	28	2292	0	1	1	0
404	1	1	1	0	28	2292	0	1	1	0
420	1	1	1	0	28	2292	0	1	1	0
436	1	1	1	0	28	2292	0	1	1	0
451	1	1	1	0	26	1908	0	1	1	0
467	1	1	1	0	26	1908	0	1	1	0
1178	1	1	1	0	28	2292	0	1	1	0
1194	1	1	1	0	28	2292	0	1	1	0
1210	1	1	1	0	26	1908	0	1	1	0
1225	1	1	1	0	26	1908	0	1	1	0
1241	1	1	1	0	26	1908	0	1	1	0
1256	1	1	1	0	24	1692	0	1	1	0
1271	1	1	1	0	24	1692	0	1	1	0
1287	1	1	1	0	28	2292	0	1	1	0
1303	1	1	1	0	28	2292	0	1	1	0
1318	1	1	1	0	28	2292	0	1	1	0
1334	1	1	1	0	18	1143	0	1	1	0
1350	1	1	1	0	18	1143	0	1	1	0
1365	1	1	1	0	18	1143	0	1	1	0
1381	1	1	1	0	20	1335	0	1	1	0
1397	1	1	1	0	20	1335	0	1	1	0
1412	1	1	1	0	24	1692	0	1	1	0
1428	1	1	1	0	24	1692	0	1	1	0
1443	1	1	1	0	24	1692	0	1	1	0
1458	1	1	1	0	6	325	0	1	1	0
1474	1	1	1	0	6	325	0	1	1	0
1490	1	1	1	0	2	137	0	1	1	0
1505	1	1	1	0	2	137	0	1	1	0
1521	1	1	1	0	2	137	0	1	1	0
1521	2	1	1	0	2	137	0	1	1	1
1537	1	1	1	0	26	1908	0	1	1	0
1552	1	1	1	0	26	1908	0	1	1	0
1568	1	1	1	0	28	2292	0	1	1	0
1584	1	1	1	0	28	2292	0	1	1	0
1599	1	1	1	0	28	2292	0	1	1	0
1614	1	1	1	0	20	1335	0	1	1	0
1630	1	1	1	0	20	1335	0	1	1	0
1645	1	1	1	0	20	1335	0	1	1	0
1661	1	1	1	0	18	1143	0	1	1	0
1677	1	1	1	0	18	1143	0	1	1	0
1692	1	1	1	0	28	2292	0	1	1	0
1709	1	1	1	0	28	2292	0	1	0	0
1716	1	1	1	0	28	2292	1	0	1	0
1731	1	1	1	0	6	325	0	1	1	0
1747	1	1	1	0	6	325	0	1	1	0
1763	1	1	1	0	6	325	0	1	1	0
1779	1	1	1	0	2	137	0	1	1	0
1779	2	1	1	0	2	137	0	1	1	1
1794	1	1	1	0	2	137	0	1	1	0
1810	1	1	1	0	26	1908	0	1	1	0
1826	1	1	1	0	26	1908	0	1	1	0
1841	1	1	1	0	26	1908	0	1	1	0
1857	1	1	1	0	22	1431	0	1	1	0
1873	1	1	1	0	22	1431	0	1	1	0
1888	1	1	1	0	14	807	0	1	1	0
1904	1	1	1	0	14	807	0	1	1	0
1920	1	1	1	0	14	807	0	1	1	0
1935	1	1	1	0	24	1692	0	1	1	0
1950	1	1	1	0	24	1692	0	1	1	0
1966	1	1	1	0	24	1692	0	1	1	0
1981	1	1	1	0	28	2292	0	1	1	0
1997	1	1	1	0	28	2292	0	1	1	0
2020	1	1	1	0	4	225	0	1	1	0
2035	1	1	1	0	4	225	0	1	1	0
2035	2	1	1	0	4	225	0	1	1	1
2050	1	1	1	0	10	549	0	1	1	0
2065	1	1	1	0	10	549	0	1	1	0
2081	1	1	1	0	10	549	0	1	1	0
2096	1	1	1	0	6	325	0	1	1	0
2111	1	1	1	0	6	325	0	1	1	0
2127	1	1	1	0	28	2292	0	1	1	0
2143	1	1	1	0	28	2292	0	1	1	0
2158	1	1	1	0	28	2292	0	1	1	0
2174	1	1	1	0	24	1692	0	1	1	0
2190	1	1	1	0	24	1692	0	1	1	0
2205	1	1	1	0	24	1692	0	1	1	0
2221	1	1	1	0	22	1431	0	1	1	0
2237	1	1	1	0	22	1431	0	1	1	0
2252	1	1	1	0	28	2292	0	1	1	0
2267	1	1	1	0	28	2292	0	1	1	0
2283	1	1	1	0	28	2292	0	1	1	0
2298	1	1	1	0	26	1908	0	1	1	0
2314	1	1	1	0	26	1908	0	1	1	0
2330	1	1	1	0	28	2292	0	1	1	0
2345	1	1	1	0	28	2292	0	1	1	0
2361	1	1	1	0	28	2292	0	1	1	0
2377	1	1	1	0	20	1335	0	1	1	0
2392	1	1	1	0	20	1335	0	1	1	0
2408	1	1	1	0	18	1143	0	1	1	0
2423	1	1	1	0	18	1143	0	1	1	0
2438	1	1	1	0	18	1143	0	1	1	0
2454	1	1	1	0	28	2292	0	1	1	0
2470	1	1	1	0	28	2292	0	1	0	0
2477	1	1	1	0	28	2292	1	0	1	0
2492	1	1	1	0	4	225	0	1	1	0
2508	1	1	1	0	4	225	0	1	1	0
2524	1	1	1	0	4	225	0	1	1	0
2540	1	1	1	0	24	1692	0	1	1	0
2555	1	1	1	0	24	1692	0	1	1	0
2571	1	1	1	0	24	1692	0	1	1	0
2586	1	1	1	0	24	1692	0	1	1	0
2601	1	1	1	0	24	1692	0	1	1	0
2616	1	1	1	0	24	1692	0	1	1	0
2632	1	1	1	0	24	1692	0	1	1	0
2648	1	1	1	0	28	2292	0	1	1	0
2663	1	1	1	0	28	2292	0	1	1	0
2678	1	1	1	0	28	2292	0	1	1	0
2694	1	1	1	0	28	2292	0	1	1	0
2709	1	1	1	0	28	2292	0	1	1	0
2725	1	1	1	0	28	2292	0	1	0	0
2732	1	1	1	0	28	2292	1	0	1	0
2747	1	1	1	0	6	325	0	1	1	0
2763	1	1	1	0	6	325	0	1	1	0
2778	1	1	1	0	16	967	0	1	1	0
2793	1	1	1	0	16	967	0	1	1	0
2809	1	1	1	0	28	2292	0	1	1	0
2825	1	1	1	0	28	2292	0	1	1	0
2840	1	1	1	0	28	2292	0	1	1	0
2856	1	1	1	0	28	2292	0	1	1	0
2872	1	1	1	0	28	2292	0	1	1	0
2887	1	1	1	0	28	2292	0	1	1	0
2903	1	1	1	0	28	2292	0	1	1	0
2918	1	1	1	0	28	2292	0	1	0	0
2925	1	1	1	0	28	2292	1	0	1	0
2940	1	1	1	0	8	437	0	1	1	0
2956	1	1	1	0	8	437	0	1	1	0
2972	1	1	1	0	28	2292	0	1	1	0
2988	1	1	1	0	28	2292	0	1	1	0
3004	1	1	1	0	28	2292	0	1	1	0
3020	1	1	1	0	28	2292	0	1	1	0
3035	1	1	1	0	28	2292	0	1	1	0
3051	1	1	1	0	22	1431	0	1	1	0
3067	1	1	1	0	22	1431	0	1	1	0
3082	1	1	1	0	22	1431	0	1	1	0
3098	1	1	1	0	26	1908	0	1	1	0
3114	1	1	1	0	26	1908	0	1	1	0
