% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
115	1	5	1	0	28	2292	0	1	1	0
116	1	7	2	0	28	2292	0	1	1	0
117	1	4	3	0	28	1095	0	1	1	0
117	1	9	4	0	28	1095	0	1	1	0
118	1	2	7	0	28	2292	0	1	1	0
119	1	10	8	0	24	1692	0	1	1	0
120	1	1	9	0	20	1335	0	1	1	0
121	1	3	10	0	6	153	0	1	1	0
121	1	8	13	0	28	1095	0	1	1	0
122	1	6	14	0	28	2292	0	1	1	0
161	1	3	10	0	28	2292	0	1	1	0
164	1	8	13	0	28	2292	0	1	1	0
1153	1	4	3	0	18	1143	0	1	1	0
1155	1	10	8	0	28	2292	0	1	1	0
1156	1	2	7	0	28	2292	0	1	1	0
1158	1	9	4	0	28	2292	0	1	1	0
2395	1	9	4	0	28	2292	0	1	1	0
2439	1	9	4	0	28	2292	0	1	1	0
