% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.109	1	3	11	10	1	28	469	0
0.109	1	1	11	10	2	26	373	0
0.109	1	2	11	10	3	14	157	0
0.109	1	4	11	10	4	20	269	0
0.109	1	5	11	10	6	20	269	0
0.109	1	3	11	10	1	28	469	1
0.109	1	1	11	10	2	26	373	1
0.109	1	2	11	10	3	14	157	1
0.109	1	4	11	10	4	20	269	1
0.109	1	5	11	10	6	20	269	1
0.137	1	2	14	8	3	24	1692	0
0.137	1	2	14	8	3	24	1692	1
0.139	1	1	14	10	2	18	1143	0
0.139	1	1	14	10	2	18	1143	1
0.167	1	1	17	8	2	22	1431	0
0.167	1	1	17	8	2	22	1431	1
3.403	1	2	341	4	3	20	1335	0
3.403	1	2	341	4	3	20	1335	1
6.63	1	2	664	1	3	24	1692	0
6.63	1	2	664	1	3	24	1692	1
7.166	1	1	717	7	2	26	1908	0
7.166	1	1	717	7	2	26	1908	1
8.193	1	1	820	4	2	28	2292	0
8.193	1	1	820	4	2	28	2292	1
