% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.109	1	4	11	10	1	10	549	0
0.109	1	4	11	10	1	10	549	1
0.11	1	1	12	1	2	14	253	0
0.11	1	2	12	1	3	16	309	0
0.11	1	3	12	1	4	12	201	0
0.11	1	1	12	1	2	14	253	1
0.11	1	2	12	1	3	16	309	1
0.11	1	3	12	1	4	12	201	1
0.111	1	5	12	2	5	12	621	0
0.111	1	5	12	2	5	12	621	1
0.136	1	3	14	7	4	22	1431	0
0.136	1	3	14	7	4	22	1431	1
0.139	1	1	14	10	2	22	1431	0
0.139	1	1	14	10	2	22	1431	1
0.173	1	1	18	4	2	14	807	0
0.173	1	1	18	4	2	14	807	1
0.2	1	1	21	1	2	14	807	0
0.2	1	1	21	1	2	14	807	1
1.133	1	2	114	4	3	28	2292	0
1.133	1	2	114	4	3	28	2292	1
1.137	1	5	114	8	5	14	807	0
1.137	1	5	114	8	5	14	807	1
1.164	1	1	117	5	2	28	2292	0
1.164	1	1	117	5	2	28	2292	1
4.19	1	1	420	1	2	22	1431	0
4.19	1	1	420	1	2	22	1431	1
4.359	1	2	436	10	3	20	1335	0
4.359	1	2	436	10	3	20	1335	1
4.584	1	2	459	5	3	16	967	0
4.584	1	2	459	5	3	16	967	1
4.612	1	2	462	3	3	26	1908	0
4.612	1	2	462	3	3	26	1908	1
7.216	1	1	722	7	2	24	1692	0
7.216	1	1	722	7	2	24	1692	1
7.243	1	1	725	4	2	24	1692	0
7.243	1	1	725	4	2	24	1692	1
7.61	1	2	762	1	3	14	807	0
7.61	1	2	762	1	3	14	807	1
