% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
115	1	4	1	0	28	2292	0	1	1	0
116	1	5	2	0	28	2292	0	1	1	0
117	1	3	3	0	20	1335	0	1	1	0
118	1	2	4	0	26	1908	0	1	1	0
119	1	1	6	0	24	1692	0	1	1	0
137	1	4	1	0	24	1692	0	1	1	0
143	1	1	6	0	8	437	0	1	1	0
144	1	2	4	0	24	1692	0	1	1	0
163	1	4	1	0	24	1692	0	1	1	0
168	1	1	6	0	8	437	0	1	1	0
1164	1	4	1	0	14	807	0	1	1	0
1370	1	2	4	0	12	621	0	1	1	0
1595	1	2	4	0	26	1908	0	1	1	0
2822	1	2	4	0	28	2292	0	1	1	0
3142	1	5	2	0	28	2292	0	1	1	0
3170	1	5	2	0	28	2292	0	1	1	0
3194	1	5	2	0	28	2292	0	1	1	0
6419	1	5	2	0	28	2292	0	1	1	0
6447	1	5	2	0	28	2292	0	1	1	0
9669	1	5	2	0	28	2292	0	1	1	0
9892	1	5	2	0	28	2292	0	1	1	0
9917	1	5	2	0	28	2292	0	1	1	0
9943	1	5	2	0	22	1431	0	1	1	0
