% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
115	1	1	1	0	24	807	0	1	0
115	1	5	2	0	16	453	0	1	0
115	2	1	1	0	24	807	0	1	1
115	2	5	2	0	16	453	0	1	1
116	1	2	4	0	26	903	0	1	0
116	1	3	3	0	24	807	0	1	0
116	2	2	4	0	26	903	0	1	1
116	2	3	3	0	24	807	0	1	1
117	1	4	6	0	28	2292	0	1	0
117	2	4	6	0	28	2292	0	1	1
140	1	2	4	0	22	1431	0	1	0
140	2	2	4	0	22	1431	0	1	1
142	1	5	2	0	6	325	0	1	0
142	2	5	2	0	6	325	0	1	1
344	1	2	4	0	26	1908	0	1	0
344	2	2	4	0	26	1908	0	1	1
1140	1	3	3	0	2	137	0	1	0
1140	2	3	3	0	2	137	0	1	1
1144	1	4	6	0	28	2292	0	1	0
1144	2	4	6	0	28	2292	0	1	1
1370	1	4	6	0	28	2292	0	1	0
1370	2	4	6	0	28	2292	0	1	1
1396	1	4	6	0	28	2292	0	1	0
1396	2	4	6	0	28	2292	0	1	1
1398	1	4	6	0	28	2292	0	1	0
1398	2	4	6	0	28	2292	0	1	1
7373	1	5	2	0	16	967	0	1	0
7373	2	5	2	0	16	967	0	1	1
8395	1	4	6	0	28	2292	0	1	0
8395	2	4	6	0	28	2292	0	1	1
