% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.109	1	7	11	10	2	10	85	0
0.109	1	4	11	10	11	14	125	0
0.109	1	1	11	10	12	2	22	0
0.109	1	6	11	10	13	12	97	0
0.109	1	10	11	10	15	8	67	0
0.109	1	7	11	10	2	10	85	1
0.109	1	4	11	10	11	14	125	1
0.109	1	1	11	10	12	2	22	1
0.109	1	6	11	10	13	12	97	1
0.109	1	10	11	10	15	8	67	1
0.11	1	1	12	1	12	2	65	0
0.11	1	1	12	1	12	2	65	1
0.113	1	9	12	4	14	2	65	0
0.113	1	9	12	4	14	2	65	1
0.134	1	8	14	5	16	6	153	0
0.134	1	2	14	5	1	6	153	0
0.134	1	8	14	5	16	6	153	1
0.134	1	2	14	5	1	6	153	1
0.164	1	3	17	5	4	8	437	0
0.164	1	3	17	5	4	8	437	1
0.203	1	5	21	4	3	6	325	0
0.203	1	5	21	4	3	6	325	1
3.132	1	1	314	3	12	4	225	0
3.132	1	1	314	3	12	4	225	1
3.161	1	2	317	2	1	2	137	0
3.161	1	2	317	2	1	2	137	1
7.15	1	8	716	1	16	0	85	0
7.15	1	8	716	1	16	0	85	1
7.167	1	8	717	8	16	0	85	0
7.167	1	8	717	8	16	0	85	1
9.132	1	1	914	3	12	6	325	0
9.132	1	1	914	3	12	6	325	1
9.161	1	2	917	2	1	4	225	0
9.161	1	2	917	2	1	4	225	1
