% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
115	1	7	2	0	10	85	0	1	1	0
115	1	4	11	0	14	125	0	1	1	0
115	1	1	12	0	2	22	0	1	1	0
115	1	6	13	0	12	97	0	1	1	0
115	1	10	15	0	8	67	0	1	1	0
115	2	7	2	0	10	85	0	1	0	1
115	2	4	11	0	14	125	0	1	0	1
115	2	1	12	0	2	22	0	1	1	1
115	2	6	13	0	12	97	0	1	0	1
115	2	10	15	0	8	67	0	1	0	1
116	1	1	12	0	2	65	0	1	1	0
119	1	9	14	0	2	65	0	1	1	0
140	1	2	1	0	6	153	0	1	1	0
140	1	8	16	0	6	153	0	1	1	0
170	1	3	4	0	8	437	0	1	1	0
209	1	5	3	0	6	325	0	1	1	0
3138	1	1	12	0	4	225	0	1	1	0
3167	1	2	1	0	2	137	0	1	1	0
7156	1	8	16	0	0	85	0	1	1	0
7173	1	8	16	0	0	85	0	1	1	0
9138	1	1	12	0	6	325	0	1	1	0
9167	1	2	1	0	4	225	0	1	1	0
